Doc ID,Reception ID,CPV CODE,Notice Status,Country ISO,TOWN ISO,Project Name,Title,Notice publication number,Publication date,OJ S issue number,Town/city of the buyer,Official name of the buyer,Original language,Country of the buyer,Type of buyer,EU institution/agency,Document sent,Type of contract,Type of procedure,Notice type,Regulation,Type of bid,Award criteria,Common procurement vocabulary (CPV),Place of performance (NUTS),Internet address (URL),Legal basis,Deadline Date,latitude,longitude,Document_id_1,Publication_Date_1,Deadline_1,Document_1,Authority_Name_1,Document_id_2,Publication_Date_2,Deadline_2,Document_2,Authority_Name_2,Document_id_3,Publication_Date_3,Deadline_3,Document_3,Authority_Name_3,Document_id_4,Publication_Date_4,Deadline_4,Document_4,Authority_Name_4,Document_id_5,Publication_Date_5,Deadline_5,Document_5,Authority_Name_5,Document_id_6,Publication_Date_6,Deadline_6,Document_6,Authority_Name_6,Document_id_7,Publication_Date_7,Deadline_7,Document_7,Authority_Name_7,Document_id_8,Publication_Date_8,Deadline_8,Document_8,Authority_Name_8,Document_id_9,Publication_Date_9,Deadline_9,Document_9,Authority_Name_9,Document_id_10,Publication_Date_10,Deadline_10,Document_10,Authority_Name_10,Document_id_11,Publication_Date_11,Deadline_11,Document_11,Authority_Name_11,Document_id_12,Publication_Date_12,Deadline_12,Document_12,Authority_Name_12,Document_id_13,Publication_Date_13,Deadline_13,Document_13,Authority_Name_13,Document_id_14,Publication_Date_14,Deadline_14,Document_14,Authority_Name_14,Document_id_15,Publication_Date_15,Deadline_15,Document_15,Authority_Name_15,Document_id_16,Publication_Date_16,Deadline_16,Document_16,Authority_Name_16
432159-2021,21-445598-001,15000000,Active,Slovakia,Košice,"Food, beverages, tobacco and related products","Slovakia-Košice: Food, beverages, tobacco and related products",432159-2021,26/08/2021,165,KOŠICE,VIA LUX - Domov sociálnych služieb a zariadenie pre seniorov (00696854),SK,SK,8 - Other,-,21/08/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,4 - European Union,9 - Not applicable,1 - Lowest price,"15510000 - Milk and cream15113000 - Pork15300000 - Fruit, vegetables and related products03212200 - Dried leguminous vegetables and pulses15530000 - Butter15540000 - Cheese products15000000 - Food, beverages, tobacco and related products15110000 - Meat15220000 - Frozen fish, fish fillets and other fish meat15111100 - Beef15130000 - Meat products03142500 - Eggs15800000 - Miscellaneous food products15810000 - Bread products, fresh pastry goods and cakes15811100 - Bread15812200 - Cakes15600000 - Grain mill products, starches and starch products15500000 - Dairy products15896000 - Deep-frozen products",SK,http://www.domov-barca.sk,Public procurement Directive 2014/24/EU,,48.7172272,21.2496774,253679-2021,21/05/2021,16/06/2021,3 - Contract notice,Via Lux - Domov sociálnych služieb a zariadenie pre seniorov (00696854),386560-2021,30/07/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431605-2021,21-445121-001,71200000,Active,Slovakia,Bratislava,Architectural and related services,Slovakia-Bratislava: Architectural and related services,431605-2021,25/08/2021,164,BRATISLAVA,Hlavné mesto SR Bratislava (00603481),SK,SK,6 - Body governed by public law,-,20/08/2021,4 - Services,1 - Open procedure,D - Design contest,4 - European Union,9 - Not applicable,8 - Other,"71200000 - Architectural and related services71220000 - Architectural design services71240000 - Architectural, engineering and planning services71250000 - Architectural, engineering and surveying services",,,,,48.1516988,17.1093063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431533-2021,21-445140-001,72222300,Active,Slovakia,Bratislava,Information technology services,Slovakia-Bratislava: Information technology services,431533-2021,25/08/2021,164,BRATISLAVA,"Ministerstvo investícií, regionálneho rozvoja a informatizácie Slovenskej republiky (50349287)",SK,SK,1 - Ministry or any other national or federal authority,-,20/08/2021,4 - Services,2 - Restricted procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,48000000 - Software package and information systems72319000 - Data supply services72318000 - Data transmission services72317000 - Data storage services72316000 - Data analysis services72314000 - Data collection and collation services72268000 - Software supply services72246000 - Systems consultancy services72312000 - Data entry services72322000 - Data management services72310000 - Data-processing services72311100 - Data conversion services72254000 - Software testing72320000 - Database services72254100 - Systems testing services72222300 - Information technology services72263000 - Software implementation services,SK,https://www.mirri.gov.sk/,Public procurement Directive 2014/24/EU,,48.1516988,17.1093063,537557-2018,06/12/2018,17/01/2019,3 - Contract notice,Úrad podpredsedu vlády SR pre investície a informatizáciu (50349287),570809-2018,22/12/2018,21/01/2019,2 - Additional information,Úrad podpredsedu vlády SR pre investície a informatizáciu (50349287),248189-2019,28/05/2019,24/06/2019,2 - Additional information,Úrad podpredsedu vlády SR pre investície a informatizáciu (50349287),297240-2019,26/06/2019,22/07/2019,2 - Additional information,Úrad podpredsedu vlády SR pre investície a informatizáciu (50349287),327991-2019,12/07/2019,12/08/2019,2 - Additional information,Úrad podpredsedu vlády SR pre investície a informatizáciu (50349287),383533-2019,13/08/2019,26/08/2019,2 - Additional information,Úrad podpredsedu vlády SR pre investície a informatizáciu (50349287),427753-2020,11/09/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431532-2021,21-444891-001,90500000,Active,Slovakia,Pezinok,Refuse and waste related services,Slovakia-Pezinok: Refuse and waste related services,431532-2021,25/08/2021,164,PEZINOK,Mesto Pezinok (00305022),SK,SK,3 - Regional or local authority,-,20/08/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,90500000 - Refuse and waste related services,SK010,https://www.pezinok.sk/,Public procurement Directive 2014/24/EU,,48.2854539,17.270194,314743-2021,22/06/2021,19/07/2021,3 - Contract notice,Mesto Pezinok (00305022),431532-2021,25/08/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431321-2021,21-445501-001,71241000,Active,Slovakia,Žilina,"Feasibility study, advisory service, analysis","Slovakia-Žilina: Feasibility study, advisory service, analysis",431321-2021,25/08/2021,164,ŽILINA,Žilinský samosprávny kraj (37808427),SK,SK,3 - Regional or local authority,-,20/08/2021,4 - Services,1 - Open procedure,3 - Contract notice,4 - European Union,1 - Submission for all lots,1 - Lowest price,"71314000 - Energy and related services71314300 - Energy-efficiency consultancy services71241000 - Feasibility study, advisory service, analysis",SK031,http:///www.regionzilina.sk,Public procurement Directive 2014/24/EU,29/10/2021,49.2234674,18.7393139,431321-2021,25/08/2021,29/10/2021,3 - Contract notice,Žilinský samosprávny kraj (37808427),474374-2021,20/09/2021,15/10/2021,2 - Additional information,Žilinský samosprávny kraj (37808427),484469-2021,24/09/2021,18/10/2021,2 - Additional information,Žilinský samosprávny kraj (37808427),503540-2021,05/10/2021,29/10/2021,2 - Additional information,Žilinský samosprávny kraj (37808427),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431320-2021,21-445500-001,71241000,Active,Slovakia,Žilina,"Feasibility study, advisory service, analysis","Slovakia-Žilina: Feasibility study, advisory service, analysis",431320-2021,25/08/2021,164,ŽILINA,Žilinský samosprávny kraj (37808427),SK,SK,3 - Regional or local authority,-,20/08/2021,4 - Services,1 - Open procedure,3 - Contract notice,4 - European Union,1 - Submission for all lots,1 - Lowest price,"71314000 - Energy and related services71314300 - Energy-efficiency consultancy services71241000 - Feasibility study, advisory service, analysis",SK031,http:///www.regionzilina.sk,Public procurement Directive 2014/24/EU,29/10/2021,49.2234674,18.7393139,431320-2021,25/08/2021,29/10/2021,3 - Contract notice,Žilinský samosprávny kraj (37808427),474373-2021,20/09/2021,15/10/2021,2 - Additional information,Žilinský samosprávny kraj (37808427),484515-2021,24/09/2021,18/10/2021,2 - Additional information,Žilinský samosprávny kraj (37808427),497658-2021,01/10/2021,25/10/2021,2 - Additional information,Žilinský samosprávny kraj (37808427),503541-2021,05/10/2021,29/10/2021,2 - Additional information,Žilinský samosprávny kraj (37808427),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431285-2021,21-443675-001,71314300,Active,Slovakia,Košice,Energy-efficiency consultancy services,Slovakia-Košice: Energy-efficiency consultancy services,431285-2021,25/08/2021,164,KOŠICE,Košický samosprávny kraj (35541016),SK,SK,R - Regional or local Agency/Office,-,20/08/2021,4 - Services,1 - Open procedure,3 - Contract notice,4 - European Union,1 - Submission for all lots,1 - Lowest price,71314300 - Energy-efficiency consultancy services,SK,https://web.vucke.sk/sk/,Public procurement Directive 2014/24/EU,28/10/2021,48.7172272,21.2496774,431285-2021,25/08/2021,28/10/2021,3 - Contract notice,Košický samosprávny kraj (35541016),471444-2021,17/09/2021,12/10/2021,2 - Additional information,Košický samosprávny kraj (35541016),511374-2021,08/10/2021,18/10/2021,2 - Additional information,Košický samosprávny kraj (35541016),511491-2021,08/10/2021,28/10/2021,2 - Additional information,Košický samosprávny kraj (35541016),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430831-2021,21-445402-001,16700000,Active,Slovakia,Poruba,Tractors,,,,,,,,,,,,,,,,,,,,,,,48.8313714,18.5926928,296360-2021,14/06/2021,16/07/2021,3 - Contract notice,Obec Poruba (00318426),430831-2021,25/08/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430830-2021,21-444487-001,34140000,Active,Slovakia,Bratislava,Heavy-duty motor vehicles,Slovakia-Bratislava: Heavy-duty motor vehicles,430830-2021,25/08/2021,164,BRATISLAVA,Hlavné mesto SR Bratislava (00603481),SK,SK,3 - Regional or local authority,-,20/08/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,34143000 - Winter-maintenance vehicles34140000 - Heavy-duty motor vehicles34144400 - Road-maintenance vehicles,SK,https://www.bratislava.sk,Public procurement Directive 2014/24/EU,,48.1516988,17.1093063,254266-2021,21/05/2021,30/06/2021,3 - Contract notice,Hlavné mesto SR Bratislava (00603481),306104-2021,18/06/2021,30/06/2021,2 - Additional information,Hlavné mesto SR Bratislava (00603481),430830-2021,25/08/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430829-2021,21-444443-001,34140000,Active,Slovakia,Bratislava,Heavy-duty motor vehicles,Slovakia-Bratislava: Heavy-duty motor vehicles,430829-2021,25/08/2021,164,BRATISLAVA,Hlavné mesto SR Bratislava (00603481),SK,SK,3 - Regional or local authority,-,20/08/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,2 - The most economic tender,34143000 - Winter-maintenance vehicles34140000 - Heavy-duty motor vehicles34144400 - Road-maintenance vehicles,SK01,https://www.bratislava.sk,Public procurement Directive 2014/24/EU,,48.1516988,17.1093063,254271-2021,21/05/2021,30/06/2021,3 - Contract notice,Hlavné mesto SR Bratislava (00603481),306105-2021,18/06/2021,30/06/2021,2 - Additional information,Hlavné mesto SR Bratislava (00603481),430829-2021,25/08/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430828-2021,21-443965-001,35113300,Active,Slovakia,Bratislava,Safety installations,Slovakia-Bratislava: Safety installations,430828-2021,25/08/2021,164,BRATISLAVA,Kancelária Národnej rady Slovenskej republiky (00151491),SK,SK,1 - Ministry or any other national or federal authority,-,20/08/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,1 - Lowest price,35125300 - Security cameras35121000 - Security equipment35113300 - Safety installations45233292 - Installation of safety equipment35113000 - Safety equipment,SK,www.nrsr.sk,Public procurement Directive 2014/24/EU,,48.1516988,17.1093063,237756-2021,12/05/2021,17/06/2021,3 - Contract notice,Kancelária Národnej rady Slovenskej republiky (00151491),430828-2021,25/08/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430602-2021,21-445097-001,15000000,Active,Slovakia,Žilina,"Food, beverages, tobacco and related products","Slovakia-Žilina: Food, beverages, tobacco and related products",430602-2021,25/08/2021,164,ŽILINA,Mesto Žilina (00321796),SK,SK,3 - Regional or local authority,-,20/08/2021,2 - Supplies,1 - Open procedure,3 - Contract notice,4 - European Union,1 - Submission for all lots,1 - Lowest price,"15235000 - Preserved fish15400000 - Animal or vegetable oils and fats15331460 - Canned vegetables15113000 - Pork15300000 - Fruit, vegetables and related products15112000 - Poultry15321000 - Fruit juices15000000 - Food, beverages, tobacco and related products15110000 - Meat15111100 - Beef15981200 - Sparkling mineral water15130000 - Meat products03142500 - Eggs15800000 - Miscellaneous food products15331170 - Frozen vegetables15600000 - Grain mill products, starches and starch products15500000 - Dairy products",SK031,www.zilina.sk,Public procurement Directive 2014/24/EU,12/11/2021,49.2234674,18.7393139,430602-2021,25/08/2021,12/11/2021,3 - Contract notice,Mesto Žilina (00321796),439867-2021,31/08/2021,22/09/2021,2 - Additional information,Mesto Žilina (00321796),482711-2021,24/09/2021,28/10/2021,2 - Additional information,Mesto Žilina (00321796),523389-2021,15/10/2021,12/11/2021,2 - Additional information,Mesto Žilina (00321796),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429824-2021,21-442947-001,18143000,Active,Slovakia,Bratislava,Protective gear,Slovakia-Bratislava: Protective gear,429824-2021,24/08/2021,163,BRATISLAVA,Železnice Slovenskej republiky (31364501),SK,SK,4 - Utilities entity,-,19/08/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,4 - European Union,9 - Not applicable,1 - Lowest price,18143000 - Protective gear60000000 - Transport services (excl. Waste transport),SK,http://www.zsr.sk,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",,48.1516988,17.1093063,428079-2020,11/09/2020,23/10/2020,3 - Contract notice,Železnice Slovenskej republiky (31364501),88453-2021,19/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429467-2021,21-441777-001,72263000,Active,Slovakia,Bratislava,Software implementation services,Slovakia-Bratislava: Software implementation services,429467-2021,24/08/2021,163,BRATISLAVA,NÁRODNÁ BANKA SLOVENSKA (30844789),SK,SK,6 - Body governed by public law,-,19/08/2021,4 - Services,1 - Open procedure,7 - Contract award notice,4 - European Union,9 - Not applicable,1 - Lowest price,72263000 - Software implementation services72261000 - Software support services,SK01,http://www.nbs.sk,Public procurement Directive 2014/24/EU,,48.1516988,17.1093063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429466-2021,21-441493-001,50750000,Active,Slovakia,Košice,Lift-maintenance services,Slovakia-Košice: Lift-maintenance services,429466-2021,24/08/2021,163,KOŠICE,Technická univerzita v Košiciach (00397610),SK,SK,6 - Body governed by public law,-,19/08/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,1 - Lowest price,50750000 - Lift-maintenance services,SK,www.tuke.sk,Public procurement Directive 2014/24/EU,,48.7172272,21.2496774,202260-2021,23/04/2021,24/05/2021,3 - Contract notice,Technická univerzita v Košiciach (00397610),429466-2021,24/08/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428791-2021,21-441329-001,33100000,Active,Slovakia,Skalica,Medical equipments,Slovakia-Skalica: Medical equipments,428791-2021,24/08/2021,163,SKALICA,"Fakultná nemocnica s poliklinikou Skalica, a.s. (44444761)",SK,SK,8 - Other,-,19/08/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,4 - European Union,9 - Not applicable,1 - Lowest price,33100000 - Medical equipments,SK,https://nemocnicaskalica.agel.sk/index.html,Public procurement Directive 2014/24/EU,,48.8452079,17.2279127,193871-2021,20/04/2021,25/05/2021,3 - Contract notice,"Fakultná nemocnica s poliklinikou Skalica, a.s. (44444761)",250971-2021,19/05/2021,25/05/2021,2 - Additional information,"Fakultná nemocnica s poliklinikou Skalica, a.s. (44444761)",428791-2021,24/08/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428767-2021,21-441533-001,34143000,Active,Slovakia,Banská Bystrica,Winter-maintenance vehicles,Slovakia-Banská Bystrica: Winter-maintenance vehicles,428767-2021,24/08/2021,163,BANSKÁ BYSTRICA,"Banskobystrická regionálna správa ciest, a.s. (36836567)",SK,SK,R - Regional or local Agency/Office,-,19/08/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,1 - Lowest price,34143000 - Winter-maintenance vehicles50000000 - Repair and maintenance services,SK032,http://www.bbrsc.sk/,Public procurement Directive 2014/24/EU,,48.7384028,19.1573494,301763-2021,16/06/2021,12/07/2021,3 - Contract notice,"Banskobystrická regionálna správa ciest, a.s. (36836567)",428767-2021,24/08/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428485-2021,21-442989-001,42215000,Active,Slovakia,Ostratice,Machinery for the industrial preparation or manufacture of food or drink,Slovakia-Ostratice: Machinery for the industrial preparation or manufacture of food or drink,428485-2021,24/08/2021,163,OSTRATICE,"BIOPLANT, s.r.o. (31419321)",SK,SK,8 - Other,-,19/08/2021,2 - Supplies,1 - Open procedure,3 - Contract notice,4 - European Union,1 - Submission for all lots,1 - Lowest price,42215000 - Machinery for the industrial preparation or manufacture of food or drink,SK0SK022,https://www.bioplant.sk/,Public procurement Directive 2014/24/EU,27/10/2021,48.6475783,18.2758695,428485-2021,24/08/2021,27/10/2021,3 - Contract notice,"BIOPLANT, s.r.o. (31419321)",489095-2021,28/09/2021,27/10/2021,2 - Additional information,"BIOPLANT, s.r.o. (31419321)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427820-2021,21-440695-001,90911000,Active,Slovakia,Banská Bystrica,"Accommodation, building and window cleaning services","Slovakia-Banská Bystrica: Accommodation, building and window cleaning services",427820-2021,23/08/2021,162,BANSKÁ BYSTRICA,"Slovenská pošta, a.s. (36631124)",SK,SK,4 - Utilities entity,-,18/08/2021,4 - Services,1 - Open procedure,7 - Contract award notice,4 - European Union,9 - Not applicable,1 - Lowest price,"90911000 - Accommodation, building and window cleaning services90911200 - Building-cleaning services33760000 - Toilet paper, handkerchiefs, hand towels and serviettes",SK023SK032,http://www.posta.sk,"Utilities (water, energy, transport and postal services) Directive 2014/25/EU",,48.7384028,19.1573494,67770-2021,09/02/2021,08/03/2021,3 - Contract notice,"Slovenská pošta, a.s. (36631124)",290508-2021,10/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427599-2021,21-439395-001,72000000,Active,Slovakia,Bratislava,"IT services: consulting, software development, Internet and support","Slovakia-Bratislava: IT services: consulting, software development, Internet and support",427599-2021,23/08/2021,162,BRATISLAVA,Ministerstvo dopravy a výstavby Slovenskej republiky (30416094),SK,SK,1 - Ministry or any other national or federal authority,-,18/08/2021,4 - Services,2 - Restricted procedure,K - Modification of a contract/concession during its term,"5 - European Union, with participation of GPA countries",9 - Not applicable,9 - Not applicable,"79100000 - Legal services80531200 - Technical training services72268000 - Software supply services51610000 - Installation services of computers and information-processing equipment72267000 - Software maintenance and repair services72322000 - Data management services72212100 - Industry specific software development services72000000 - IT services: consulting, software development, Internet and support30200000 - Computer equipment and supplies72250000 - System and support services79421000 - Project-management services other than for construction work79410000 - Business and management consultancy services",SK0,http://www.mindop.sk,Public procurement Directive 2014/24/EU,,48.1516988,17.1093063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427386-2021,21-439238-001,79530000,Active,Slovakia,Bratislava,Translation services,Slovakia-Bratislava: Translation services,427386-2021,23/08/2021,162,BRATISLAVA,Ministerstvo dopravy a výstavby Slovenskej republiky (30416094),SK,SK,1 - Ministry or any other national or federal authority,-,18/08/2021,4 - Services,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,1 - Lowest price,79530000 - Translation services79540000 - Interpretation services,SK01,http://mindop.sk,Public procurement Directive 2014/24/EU,,48.1516988,17.1093063,571734-2020,27/11/2020,04/01/2021,3 - Contract notice,Ministerstvo dopravy a výstavby Slovenskej republiky (30416094),427386-2021,23/08/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427181-2021,21-440885-001,90500000,Active,Slovakia,Bernolákovo,Refuse and waste related services,Slovakia-Bernolákovo: Refuse and waste related services,427181-2021,23/08/2021,162,BERNOLÁKOVO,Obec Bernolákovo (00304662),SK,SK,R - Regional or local Agency/Office,-,18/08/2021,4 - Services,1 - Open procedure,3 - Contract notice,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,1 - Lowest price,90500000 - Refuse and waste related services,SK0,https://www.bernolakovo.sk/,Public procurement Directive 2014/24/EU,18/10/2021,48.198971,17.3008589,427181-2021,23/08/2021,18/10/2021,3 - Contract notice,Obec Bernolákovo (00304662),471533-2021,17/09/2021,27/09/2021,2 - Additional information,Obec Bernolákovo (00304662),484516-2021,24/09/2021,18/10/2021,2 - Additional information,Obec Bernolákovo (00304662),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426741-2021,21-441015-001,30199770,Active,Slovakia,Žilina,Luncheon vouchers,Slovakia-Žilina: Luncheon vouchers,426741-2021,23/08/2021,162,ŽILINA,Krajský súd v Žiline (35995572),SK,SK,1 - Ministry or any other national or federal authority,-,18/08/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,4 - European Union,9 - Not applicable,1 - Lowest price,30199770 - Luncheon vouchers,SK,https://www.uvo.gov.sk/vyhladavanie-profilov/detail/3487,Public procurement Directive 2014/24/EU,,49.2234674,18.7393139,273359-2021,01/06/2021,28/06/2021,3 - Contract notice,Krajský súd v Žiline (35995572),426741-2021,23/08/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426693-2021,21-441176-001,42994000,Active,Slovakia,Bošany,Machinery for working rubber or plastics,Slovakia-Bošany: Machinery for working rubber or plastics,426693-2021,23/08/2021,162,BOŠANY,"BAMIPA, s.r.o. (36537608)",SK,SK,8 - Other,-,18/08/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,4 - European Union,9 - Not applicable,1 - Lowest price,42994000 - Machinery for working rubber or plastics,SK022,http://www.bamipa.eu,Public procurement Directive 2014/24/EU,,48.5814009,18.2491609,307773-2020,02/07/2020,21/09/2020,3 - Contract notice,"Bamipa, s.r.o. (36537608)",377021-2020,11/08/2020,21/09/2020,2 - Additional information,"Bamipa, s.r.o. (36537608)",426693-2021,23/08/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426637-2021,21-440266-001,33100000,Active,Slovakia,Bardejov,Medical equipments,Slovakia-Bardejov: Medical equipments,426637-2021,23/08/2021,162,BARDEJOV,"NsP Sv. Jakuba, n.o., Bardejov (36167908)",SK,SK,8 - Other,-,18/08/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,4 - European Union,9 - Not applicable,1 - Lowest price,33195000 - Patient-monitoring system33182100 - Defibrillator33171200 - Instruments for resuscitation33190000 - Miscellaneous medical devices and products33158210 - Stimulator33157000 - Gas-therapy and respiratory devices33100000 - Medical equipments,SK041,www.nsp-bardejov.sk,Public procurement Directive 2014/24/EU,,49.2926871,21.2756031,115049-2021,08/03/2021,20/04/2021,3 - Contract notice,"NsP Sv. Jakuba, n.o., Bardejov (36167908)",141376-2021,22/03/2021,20/04/2021,2 - Additional information,"NsP Sv. Jakuba, n.o., Bardejov (36167908)",292471-2021,11/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426634-2021,21-439767-001,33600000,Active,Slovakia,Bratislava,Pharmaceutical products,Slovakia-Bratislava: Pharmaceutical products,426634-2021,23/08/2021,162,BRATISLAVA,Národný onkologický ústav (00165336),SK,SK,6 - Body governed by public law,-,18/08/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,"5 - European Union, with participation of GPA countries",9 - Not applicable,1 - Lowest price,33600000 - Pharmaceutical products60000000 - Transport services (excl. Waste transport)33652000 - Antineoplastic and immunomodulating agents,SK010,https://www.nou.sk/,Public procurement Directive 2014/24/EU,,48.1516988,17.1093063,331211-2021,02/07/2021,28/07/2021,3 - Contract notice,Národný onkologický ústav (00165336),426634-2021,23/08/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426633-2021,21-439245-001,33100000,Active,Slovakia,Skalica,Medical equipments,Slovakia-Skalica: Medical equipments,426633-2021,23/08/2021,162,SKALICA,"Fakultná nemocnica s poliklinikou Skalica, a.s. (44444761)",SK,SK,8 - Other,-,18/08/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,4 - European Union,9 - Not applicable,1 - Lowest price,33164000 - Coelioscopy devices33192100 - Beds for medical use33100000 - Medical equipments,SK,http://www.nspskalica.sk,Public procurement Directive 2014/24/EU,,48.8452079,17.2279127,30816-2021,22/01/2021,29/04/2021,3 - Contract notice,"Fakultná nemocnica s poliklinikou Skalica, a.s. (44444761)",73123-2021,12/02/2021,26/02/2021,2 - Additional information,"Fakultná nemocnica s poliklinikou Skalica, a.s. (44444761)",94750-2021,24/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426632-2021,21-439977-001,33162100,Active,Slovakia,Bratislava,Operating-theatre devices,Slovakia-Bratislava: Operating-theatre devices,426632-2021,23/08/2021,162,BRATISLAVA,Univerzitná nemocnica Bratislava (31813861),SK,SK,6 - Body governed by public law,-,18/08/2021,2 - Supplies,1 - Open procedure,7 - Contract award notice,4 - European Union,9 - Not applicable,1 - Lowest price,33162100 - Operating-theatre devices50400000 - Repair and maintenance services of medical and precision equipment51410000 - Installation services of medical equipment60000000 - Transport services (excl. Waste transport),SK01,http://www.unb.sk,Public procurement Directive 2014/24/EU,,48.1516988,17.1093063,210819-2021,28/04/2021,31/05/2021,3 - Contract notice,Univerzitná nemocnica Bratislava (31813861),426632-2021,23/08/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
