Doc ID,Reception ID,CPV CODE,Notice Status,Country ISO,TOWN ISO,Project Name,Title,Notice publication number,Publication date,OJ S issue number,Town/city of the buyer,Official name of the buyer,Original language,Country of the buyer,Type of buyer,EU institution/agency,Document sent,Type of contract,Type of procedure,Notice type,Regulation,Type of bid,Award criteria,Common procurement vocabulary (CPV),Place of performance (NUTS),Internet address (URL),Legal basis,Deadline Date,latitude,longitude,"(0, 'Document_id_1')",Publication_Date_1,Deadline_1,Document_1,Authority_Name_1,"(0, 'Document_id_2')",Publication_Date_2,Deadline_2,Document_2,Authority_Name_2,"(0, 'Document_id_3')",Publication_Date_3,Deadline_3,Description,Postal Code,Email,Amount,Currency,Og Notice No,Document_3,Authority_Name_3,"(0, 'Document_id_4')",Publication_Date_4,Deadline_4,Document_4,Authority_Name_4,"(0, 'Document_id_5')",Publication_Date_5,Deadline_5
352397-2021,21-361239-001,70332100,Active,United Kingdom,Cardiff,Land management services,United Kingdom-Cardiff: Land management services,352397-2021,12/07/2021,132,CARDIFF,Natural Resources Wales,EN,UK,N - National or federal Agency/Office,-,07/07/2021,4 - Services,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,45342000 - Erection of fencing14212100 - Pebbles and gravel03450000 - Tree-nursery products70332100 - Land management services77310000 - Planting and maintenance services of green areas45246200 - Riverbank protection works,UKL23,http://naturalresourceswales.gov.uk,Public procurement Directive 2014/24/EU,,51.4816546,-3.1791934,182321-2021,13/04/2021,10/05/2021,3 - Contract notice,Natural Resources Wales,352397-2021,12/07/2021,,,,,,,"Restoration of natural features on river Dee to include creation of riverside corridors with stock fencing, and in-river works including weir removals, gravel and boulder placement and brash revetment works.",CF24 0TP,cathryn.mackinlay@cyfoethnaturiolcymru.gov.uk,2000000,GBP,GBP,,,,,,,,,,
352396-2021,21-361124-001,80000000,Active,United Kingdom,Bristol,Education and training services,United Kingdom-Bristol: Education and training services,352396-2021,12/07/2021,132,BRISTOL,Jisc Services Ltd,EN,UK,8 - Other,-,07/07/2021,4 - Services,T - Negotiated procedure without a call for competition,7 - Contract award notice,Z - Not specified,9 - Not applicable,1 - Lowest price,80000000 - Education and training services,UK,www.jisc.ac.uk,Public procurement Directive 2014/24/EU,,51.4538022,-2.5972985,198025-2020,28/04/2020,,,,,,,,,,,,Jisc has entered into a contract with Cambridge University Press to provide the opportunity for Scottish Higher Education Digital Library (SHEDL) members to license a collection of online resources in the field of STM at preferential rates.,BS1 6NB,procurement@jisc.ac.uk,244100.00,GBP,GBP,,,,,,,,,,
352395-2021,21-360596-001,90500000,Active,United Kingdom,Sheffield,Refuse and waste related services,United Kingdom-Sheffield: Refuse and waste related services,352395-2021,12/07/2021,132,SHEFFIELD,The University of Sheffield (02481991),EN,UK,6 - Body governed by public law,-,07/07/2021,4 - Services,1 - Open procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,1 - Lowest price,90500000 - Refuse and waste related services,UKE3,https://in-tendhost.co.uk/sheffield/,Public procurement Directive 2014/24/EU,,53.3806626,-1.4702278,586976-2020,04/12/2020,29/01/2021,3 - Contract notice,The University of Sheffield,352395-2021,12/07/2021,,,,,,,"The University of Sheffield is out to tender on behalf of the Department of Estates and Facilities Management for a general waste removal services. Scope of Requirement: The full technical specification can be found in the tender documentation which will be sent to you once you have expressed your interest. Tender Process and Documentation: This is an E.U. open exercise. The ITT can be downloaded by registering and expressing your interest on the University`s e-tendering system https://in-tendhost.co.uk/Sheffield. If you have any questions or comments in relation to this tender they must be submitted via the In-tend System, this can be accessed at https://in-tendhost.co.uk/Sheffield Completed tenders must be returned through the same e-tendering system. Closing date for receipt of tenders: 29 January 2021 at 12.00 noon",S10 2TN,samantha.walker@sheffield.ac.uk,3000000,GBP,GBP,,,,,,,,,,
352394-2021,21-360585-001,71320000,Active,United Kingdom,Pembrokeshire,Engineering design services,United Kingdom-Pembrokeshire: Engineering design services,352394-2021,12/07/2021,132,PEMBROKESHIRE,Milford Haven Port Authority,EN,UK,8 - Other,-,07/07/2021,4 - Services,B - Competitive procedure with negotiation,7 - Contract award notice,Z - Not specified,9 - Not applicable,2 - The most economic tender,71320000 - Engineering design services,UKL1,www.mhpa.co.uk,Public procurement Directive 2014/24/EU,,51.8339209,-4.916667,165751-2020,07/04/2020,18/05/2020,3 - Contract notice,Milford Haven Port Authority,209524-2020,05/05/2020,18/05/2020,2 - Additional information,Milford Haven Port Authority,352394-2021,12/07/2021,,,,,,,,,,,,,,,,,
352389-2021,21-361779-001,45314320,Active,United Kingdom,Telford,Installation of computer cabling,United Kingdom-Telford: Installation of computer cabling,352389-2021,12/07/2021,132,TELFORD,Telford and Wrekin Council,EN,UK,3 - Regional or local authority,-,07/07/2021,1 - Works,2 - Restricted procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,1 - Lowest price,45314320 - Installation of computer cabling,UKG21,www.telford.gov.uk,Public procurement Directive 2014/24/EU,,52.6780419,-2.4514273,498339-2017,14/12/2017,15/01/2018,Y - Dynamic purchasing system,Telford & Wrekin Council,254308-2018,14/06/2018,,,,,,,,,,,,,,,,,,,,,,
352388-2021,21-360263-001,45210000,Active,United Kingdom,Telford,Building construction work,United Kingdom-Telford: Building construction work,352388-2021,12/07/2021,132,TELFORD,Telford and Wrekin Council (08110180),EN,UK,3 - Regional or local authority,-,07/07/2021,1 - Works,2 - Restricted procedure,7 - Contract award notice,Z - Not specified,9 - Not applicable,1 - Lowest price,45210000 - Building construction work45111100 - Demolition work45000000 - Construction work45262660 - Asbestos-removal work90650000 - Asbestos removal services,UKG21,www.telford.gov.uk,Public procurement Directive 2014/24/EU,,52.6780419,-2.4514273,433158-2018,05/10/2018,15/04/2023,Y - Dynamic purchasing system,Telford and Wrekin Council,447151-2018,13/10/2018,26/11/2018,2 - Additional information,Telford & Wrekin Council,47377-2019,31/01/2019,30/09/2020,"The Dynamic Purchasing System (DPS) will provide a list of potential providers considered capable of carrying out minor works to a satisfactory standard valued up to GBP 800 000 (although some projects may exceed this value). It will not include routine planned maintenance which is covered by the Measured Term Contract and is procured separately.The nature and types of services that may be required may include, but are not limited to, those services identified by the CPV code and summarised in section II.2.",TF3 4JA,dylan.lawson@telford.gov.uk,200000000,GBP,GBP,2 - Additional information,Telford and Wrekin Council,208431-2019,06/05/2019,,,,,,
349620-2021,21-358136-001,85121100,Active,United Kingdom,Leeds,General-practitioner services,United Kingdom-Leeds: General-practitioner services,349620-2021,09/07/2021,131,LEEDS,NHS England,EN,UK,6 - Body governed by public law,-,06/07/2021,4 - Services,2 - Restricted procedure,2 - Additional information,4 - European Union,1 - Submission for all lots,9 - Not applicable,85121100 - General-practitioner services,UK,www.england.nhs.uk,Public procurement Directive 2014/24/EU,19/01/2024,53.7974185,-1.5437941,466427-2019,04/10/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,
322228-2021,21-327069-001,85000000,Active,United Kingdom,Southampton,Health and social work services,United Kingdom-Southampton: Health and social work services,322228-2021,25/06/2021,121,SOUTHAMPTON,Southampton City Council,EN,UK,3 - Regional or local authority,-,21/06/2021,4 - Services,1 - Open procedure,2 - Additional information,4 - European Union,1 - Submission for all lots,2 - The most economic tender,85312000 - Social work services without accommodation85000000 - Health and social work services,UKJ32,https://www.southampton.gov.uk,Public procurement Directive 2014/24/EU,29/03/2024,50.9025349,-1.404189,459697-2018,19/10/2018,15/11/2018,Y - Dynamic purchasing system,Southampton City Council,107884-2019,07/03/2019,29/03/2024,3 - Contract notice,Southampton City Council,322228-2021,25/06/2021,29/03/2024,,,,,,,2 - Additional information,Southampton City Council,,,,,,,,
283513-2021,21-290627-001,45300000,Active,United Kingdom,Manchester,Building installation work,United Kingdom-Manchester: Building installation work,283513-2021,04/06/2021,107,MANCHESTER,Procure Plus Holdings Ltd,EN,UK,6 - Body governed by public law,-,01/06/2021,1 - Works,2 - Restricted procedure,Y - Dynamic purchasing system,Z - Not specified,1 - Submission for all lots,2 - The most economic tender,"45331000 - Heating, ventilation and air-conditioning installation work45320000 - Insulation work45261410 - Roof insulation work09332000 - Solar installation71315200 - Building consultancy services71314200 - Energy-management services71314300 - Energy-efficiency consultancy services42511110 - Heat pumps71321200 - Heating-system design services39715210 - Central-heating equipment45421130 - Installation of doors and windows45300000 - Building installation work",UK,http://www.procure-plus.com,Public procurement Directive 2014/24/EU,31/05/2026,53.4794892,-2.2451148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245676-2021,21-249879-001,45211100,Active,United Kingdom,Manchester,Construction work for houses,United Kingdom-Manchester: Construction work for houses,245676-2021,14/05/2021,93,MANCHESTER,Great Places Housing Group,EN,UK,6 - Body governed by public law,-,11/05/2021,2 - Supplies,2 - Restricted procedure,2 - Additional information,4 - European Union,1 - Submission for all lots,2 - The most economic tender,45210000 - Building construction work45320000 - Insulation work45211100 - Construction work for houses45215210 - Construction work for subsidised residential accommodation,UK,http://www.greatplaces.org.uk/Pages/default.aspx,Public procurement Directive 2014/24/EU,15/12/2029,53.4794892,-2.2451148,546438-2019,19/11/2019,15/12/2029,Y - Dynamic purchasing system,Great Places Housing Group,101466-2021,26/02/2021,15/12/2029,2 - Additional information,Great Places Housing Group,245676-2021,14/05/2021,15/12/2029,,,,,,,2 - Additional information,Great Places Housing Group,,,,,,,,
231882-2021,21-237194-001,80310000,Active,United Kingdom,Doncaster,Youth education services,United Kingdom-Doncaster: Youth education services,231882-2021,07/05/2021,89,DONCASTER,Doncaster Children’s Services Trust,EN,UK,3 - Regional or local authority,-,04/05/2021,4 - Services,9 - Not applicable,0 - Prior information notice without call for competition,Z - Not specified,1 - Submission for all lots,Z - Not specified,80310000 - Youth education services,UK,http://www.doncasterchildrenstrust.co.uk,Public procurement Directive 2014/24/EU,,53.5227681,-1.1335312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226749-2021,21-231120-001,80000000,Active,United Kingdom,Bristol,Education and training services,United Kingdom-Bristol: Education and training services,226749-2021,05/05/2021,87,BRISTOL,Bristol City Council,EN,UK,3 - Regional or local authority,-,30/04/2021,4 - Services,2 - Restricted procedure,Y - Dynamic purchasing system,Z - Not specified,1 - Submission for all lots,2 - The most economic tender,80000000 - Education and training services85000000 - Health and social work services,UK,https://www.bristol.gov.uk/,Public procurement Directive 2014/24/EU,31/12/2023,51.4538022,-2.5972985,573893-2020,27/11/2020,22/01/2021,A - Prior information notice with call for competition,Bristol City Council,226749-2021,05/05/2021,31/12/2023,Y - Dynamic purchasing system,Bristol City Council,,,,,,,,,,,,,,,,,,,
204746-2021,21-205984-001,79000000,Active,United Kingdom,Warwick,"Business services: law, marketing, consulting, recruitment, printing and security","United Kingdom-Warwick: Business services: law, marketing, consulting, recruitment, printing and security",204746-2021,23/04/2021,79,WARWICK,Warwickshire County Council,EN,UK,3 - Regional or local authority,-,19/04/2021,4 - Services,2 - Restricted procedure,Y - Dynamic purchasing system,Z - Not specified,1 - Submission for all lots,2 - The most economic tender,"79000000 - Business services: law, marketing, consulting, recruitment, printing and security",UKG,www.warwickshire.gov.uk,Public procurement Directive 2014/24/EU,20/04/2026,52.2814519,-1.5815742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184908-2021,21-186620-001,45000000,Active,United Kingdom,Sheffield,Construction work,United Kingdom-Sheffield: Construction work,184908-2021,14/04/2021,72,SHEFFIELD,EN Procure Ltd,EN,UK,6 - Body governed by public law,-,09/04/2021,1 - Works,2 - Restricted procedure,2 - Additional information,Z - Not specified,1 - Submission for all lots,2 - The most economic tender,"45421112 - Installation of window frames45000000 - Construction work09300000 - Electricity, heating, solar and nuclear energy50000000 - Repair and maintenance services72000000 - IT services: consulting, software development, Internet and support45421140 - Installation of metal joinery except doors and windows45421130 - Installation of doors and windows45400000 - Building completion work45421110 - Installation of door and window frames45300000 - Building installation work45421132 - Installation of windows45321000 - Thermal insulation work45200000 - Works for complete or part construction and civil engineering work45310000 - Electrical installation work45421100 - Installation of doors and windows and related components",UKDUKEUKF,https://www.efficiencynorth.org/procure/,Public procurement Directive 2014/24/EU,16/05/2026,53.3806626,-1.4702278,169918-2021,02/04/2021,16/05/2026,Y - Dynamic purchasing system,EN Procure Ltd,184908-2021,14/04/2021,16/05/2026,2 - Additional information,EN Procure Ltd,,,,,,,,,,,,,,,,,,,
172669-2021,21-175683-001,66122000,Active,United Kingdom,London,Corporate finance and venture capital services,United Kingdom-London: Corporate finance and venture capital services,172669-2021,06/04/2021,66,LONDON,"Department for Business, Energy and Industrial Strategy",EN,UK,1 - Ministry or any other national or federal authority,-,01/04/2021,4 - Services,2 - Restricted procedure,2 - Additional information,Z - Not specified,1 - Submission for all lots,2 - The most economic tender,66110000 - Banking services09323000 - District heating66190000 - Loan brokerage services66114000 - Financial leasing services66122000 - Corporate finance and venture capital services,UKCUKDUKEUKFUKGUKHUKIUKJUKKUKL,https://www.gov.uk/government/organisations/department-for-business-energy-and-industrial-strategy,Public procurement Directive 2014/24/EU,04/12/2022,51.5073219,-0.1276474,44330-2020,29/01/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,
170089-2021,21-169383-001,80000000,Active,United Kingdom,Ebbw Vale,Education and training services,United Kingdom-Ebbw Vale: Education and training services,170089-2021,02/04/2021,65,EBBW VALE,Blaenau Gwent County Borough Council,EN,UK,3 - Regional or local authority,-,30/03/2021,4 - Services,1 - Open procedure,2 - Additional information,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,80522000 - Training seminars80511000 - Staff training services80500000 - Training services80532000 - Management training services80510000 - Specialist training services80562000 - First-aid training services80000000 - Education and training services80561000 - Health training services80550000 - Safety training services80560000 - Health and first-aid training services80570000 - Personal development training services,UKL16,http://www.blaenau-gwent.gov.uk/,Public procurement Directive 2014/24/EU,31/03/2022,51.7812925,-3.2084383,156415-2016,07/05/2016,13/06/2016,Y - Dynamic purchasing system,Blaenau Gwent County Borough Council,211519-2016,22/06/2016,31/03/2022,3 - Contract notice,Blaenau Gwent County Borough Council,170089-2021,02/04/2021,31/03/2022,,,,,,,2 - Additional information,Blaenau Gwent County Borough Council,,,,,,,,
169919-2021,21-172806-001,45262100,Active,United Kingdom,Sheffield,Scaffolding work,United Kingdom-Sheffield: Scaffolding work,169919-2021,02/04/2021,65,SHEFFIELD,EN Procure Ltd,EN,UK,6 - Body governed by public law,-,31/03/2021,1 - Works,2 - Restricted procedure,Y - Dynamic purchasing system,Z - Not specified,1 - Submission for all lots,2 - The most economic tender,44000000 - Construction structures and materials; auxiliary products to construction (except electric apparatus)45000000 - Construction work45262100 - Scaffolding work,UKDUKEUKF,https://www.efficiencynorth.org,Public procurement Directive 2014/24/EU,16/05/2026,53.3806626,-1.4702278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169918-2021,21-168714-001,45000000,Active,United Kingdom,Sheffield,Construction work,United Kingdom-Sheffield: Construction work,169918-2021,02/04/2021,65,SHEFFIELD,EN Procure Ltd,EN,UK,6 - Body governed by public law,-,30/03/2021,1 - Works,2 - Restricted procedure,Y - Dynamic purchasing system,Z - Not specified,1 - Submission for all lots,2 - The most economic tender,"45421112 - Installation of window frames45000000 - Construction work09300000 - Electricity, heating, solar and nuclear energy50000000 - Repair and maintenance services72000000 - IT services: consulting, software development, Internet and support45421140 - Installation of metal joinery except doors and windows45421130 - Installation of doors and windows45400000 - Building completion work45421110 - Installation of door and window frames45300000 - Building installation work45421132 - Installation of windows45321000 - Thermal insulation work45200000 - Works for complete or part construction and civil engineering work45310000 - Electrical installation work45421100 - Installation of doors and windows and related components",UKDUKEUKF,https://www.efficiencynorth.org/procure/,Public procurement Directive 2014/24/EU,16/05/2026,53.3806626,-1.4702278,169918-2021,02/04/2021,16/05/2026,Y - Dynamic purchasing system,EN Procure Ltd,184908-2021,14/04/2021,16/05/2026,2 - Additional information,EN Procure Ltd,,,,,,,,,,,,,,,,,,,
161566-2021,21-163908-001,80000000,Active,United Kingdom,Warwick,Education and training services,United Kingdom-Warwick: Education and training services,161566-2021,31/03/2021,63,WARWICK,Warwickshire County Council,EN,UK,3 - Regional or local authority,-,26/03/2021,4 - Services,2 - Restricted procedure,2 - Additional information,Z - Not specified,1 - Submission for all lots,2 - The most economic tender,80000000 - Education and training services,UKG,http://www.warwickshire.gov.uk,Public procurement Directive 2014/24/EU,30/04/2026,52.2814519,-1.5815742,423959-2020,09/09/2020,30/04/2026,Y - Dynamic purchasing system,Warwickshire County Council,161566-2021,31/03/2021,30/04/2026,2 - Additional information,Warwickshire County Council,,,,,,,,,,,,,,,,,,,
134919-2021,21-136027-001,72000000,Active,United Kingdom,Reading,"IT services: consulting, software development, Internet and support","United Kingdom-Reading: IT services: consulting, software development, Internet and support",134919-2021,17/03/2021,53,READING,European Centre for Medium-Range Weather Forecasts (ECMWF),EN,UK,8 - Other,-,12/03/2021,4 - Services,9 - Not applicable,0 - Prior information notice without call for competition,Z - Not specified,9 - Not applicable,9 - Not applicable,"72000000 - IT services: consulting, software development, Internet and support",UK,https://www.ecmwf.int/,Public procurement Directive 2014/24/EU,,51.456659,-0.9696512,134919-2021,17/03/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,
122064-2021,21-122941-001,80000000,Active,United Kingdom,Chester,Education and training services,United Kingdom-Chester: Education and training services,122064-2021,10/03/2021,48,CHESTER,University of Chester,EN,UK,6 - Body governed by public law,-,05/03/2021,4 - Services,2 - Restricted procedure,2 - Additional information,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,80000000 - Education and training services,UKD,http://in-tendhost.co.uk/universityofchester,Public procurement Directive 2014/24/EU,30/09/2023,53.1908873,-2.8908955,571922-2019,03/12/2019,30/09/2023,Y - Dynamic purchasing system,University of Chester,162958-2020,06/04/2020,30/09/2023,2 - Additional information,University of Chester,293637-2020,24/06/2020,,,,,,,,,,,,,,,,,
101466-2021,21-101549-001,45000000,Active,United Kingdom,Manchester,Construction work,United Kingdom-Manchester: Construction work,101466-2021,26/02/2021,40,MANCHESTER,Great Places Housing Group,EN,UK,6 - Body governed by public law,-,23/02/2021,2 - Supplies,2 - Restricted procedure,2 - Additional information,4 - European Union,1 - Submission for all lots,2 - The most economic tender,45210000 - Building construction work45320000 - Insulation work45211100 - Construction work for houses45000000 - Construction work45215210 - Construction work for subsidised residential accommodation,UK,http://www.greatplaces.org.uk/Pages/default.aspx,Public procurement Directive 2014/24/EU,15/12/2029,53.4794892,-2.2451148,546438-2019,19/11/2019,15/12/2029,Y - Dynamic purchasing system,Great Places Housing Group,101466-2021,26/02/2021,15/12/2029,2 - Additional information,Great Places Housing Group,245676-2021,14/05/2021,15/12/2029,,,,,,,2 - Additional information,Great Places Housing Group,,,,,,,,
093876-2021,21-091835-001,85300000,Active,United Kingdom,Worcester,Social work and related services,United Kingdom-Worcester: Social work and related services,93876-2021,23/02/2021,37,WORCESTER,Worcestershire County Council,EN,UK,1 - Ministry or any other national or federal authority,-,18/02/2021,4 - Services,1 - Open procedure,2 - Additional information,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,1 - Lowest price,85300000 - Social work and related services85000000 - Health and social work services,UKG1,www.worcestershire.gov.uk,Public procurement Directive 2014/24/EU,12/02/2022,52.1911849,-2.2206585,48708-2018,02/02/2018,12/02/2022,3 - Contract notice,Worcestershire County Council,93876-2021,23/02/2021,12/02/2022,2 - Additional information,Worcestershire County Council,,,,,,,,,,,,,,,,,,,
091259-2021,21-090550-001,45210000,Active,United Kingdom,Telford,Building construction work,United Kingdom-Telford: Building construction work,91259-2021,22/02/2021,36,TELFORD,Telford and Wrekin Council,EN,UK,3 - Regional or local authority,-,17/02/2021,1 - Works,2 - Restricted procedure,2 - Additional information,4 - European Union,1 - Submission for all lots,2 - The most economic tender,45210000 - Building construction work,UKG21,www.telford.gov.uk,Public procurement Directive 2014/24/EU,12/04/2023,52.6780419,-2.4514273,120883-2019,15/03/2019,12/04/2023,Y - Dynamic purchasing system,Telford and Wrekin Council,158798-2019,05/04/2019,12/04/2023,2 - Additional information,Telford & Wrekin Council,83893-2020,19/02/2020,,,,,,,,,,,,,,,,,
070748-2021,21-068898-001,50700000,Active,United Kingdom,Edinburgh,Repair and maintenance services of building installations,United Kingdom-Edinburgh: Repair and maintenance services of building installations,70748-2021,10/02/2021,28,EDINBURGH,Procurement for Housing Ltd (t/a PfH Scotland),EN,UK,6 - Body governed by public law,-,05/02/2021,4 - Services,2 - Restricted procedure,2 - Additional information,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,"45331110 - Boiler installation work45343210 - CO2 fire-extinguishing equipment installation work45343100 - Fireproofing work75251110 - Fire-prevention services45331100 - Central-heating installation work45343200 - Firefighting equipment installation work44221310 - Access gates44115600 - Stairlifts45232430 - Water-treatment work35110000 - Firefighting, rescue and safety equipment44482000 - Fire-protection devices45262660 - Asbestos-removal work44480000 - Miscellaneous fire-protection equipment35111500 - Fire suppression system90743100 - Toxic substances monitoring services42416130 - Mechanical lifts42418220 - Chairlifts50711000 - Repair and maintenance services of electrical building installations50700000 - Repair and maintenance services of building installations42416120 - Goods lifts42416110 - Bath lifts34928300 - Safety barriers71313000 - Environmental engineering consultancy services51700000 - Installation services of fire protection equipment90650000 - Asbestos removal services42416100 - Lifts31625100 - Fire-detection systems71334000 - Mechanical and electrical engineering services50720000 - Repair and maintenance services of central heating31625200 - Fire-alarm systems50413200 - Repair and maintenance services of firefighting equipment50531100 - Repair and maintenance services of boilers45233292 - Installation of safety equipment42961100 - Access control system77312000 - Weed-clearance services42122110 - Pumps for firefighting77312100 - Weed-killing services45312100 - Fire-alarm system installation work45300000 - Building installation work45343220 - Fire-extinguishers installation work45343000 - Fire-prevention installation works44221220 - Fire doors45310000 - Electrical installation work",UKM,http://www.pfhscotland.co.uk,Public procurement Directive 2014/24/EU,19/12/2023,55.9519018,-3.1904199,561238-2018,20/12/2018,16/01/2019,Y - Dynamic purchasing system,Procurement for Housing Ltd (t/a PfH Scotland),43515-2019,29/01/2019,19/12/2023,Y - Dynamic purchasing system,Procurement for Housing Ltd (t/a PfH Scotland),70748-2021,10/02/2021,19/12/2023,,,,,,,2 - Additional information,Procurement for Housing Ltd (t/a PfH Scotland),,,,,,,,
062934-2021,21-059269-001,45300000,Active,United Kingdom,Sheffield,Building installation work,United Kingdom-Sheffield: Building installation work,62934-2021,05/02/2021,25,SHEFFIELD,EN Procure Ltd,EN,UK,6 - Body governed by public law,-,02/02/2021,2 - Supplies,2 - Restricted procedure,2 - Additional information,Z - Not specified,1 - Submission for all lots,2 - The most economic tender,45100000 - Site preparation work45215214 - Residential homes construction work45223810 - Prefabricated constructions45223821 - Prefabricated units45223800 - Assembly and erection of prefabricated structures45400000 - Building completion work44211000 - Prefabricated buildings45300000 - Building installation work44211100 - Modular and portable buildings,UKCUKDUKEUKFUKGUKHUKIUKJUKK,https://www.efficiencynorth.org/procure,Public procurement Directive 2014/24/EU,15/10/2030,53.3806626,-1.4702278,380424-2020,12/08/2020,15/10/2030,Y - Dynamic purchasing system,EN Procure Ltd,62934-2021,05/02/2021,15/10/2030,2 - Additional information,EN Procure Ltd,,,,,,,,,,,,,,,,,,,
048659-2021,21-046470-001,33600000,Active,United Kingdom,Belfast,Pharmaceutical products,United Kingdom-Belfast: Pharmaceutical products,48659-2021,29/01/2021,20,BELFAST,Business Services Organsiation Procurement and Logistics Service,EN,UK,6 - Body governed by public law,-,26/01/2021,2 - Supplies,2 - Restricted procedure,2 - Additional information,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,33600000 - Pharmaceutical products,UKN0,http://www.hscbusiness.hscni.net,Public procurement Directive 2014/24/EU,14/12/2025,54.5964411,-5.9302761,440518-2015,16/12/2015,14/12/2025,Y - Dynamic purchasing system,Business Services Organsiation Procurement and Logistics Service,270931-2016,05/08/2016,,,,,,,,,,,,,,,,,,,,,,
048658-2021,21-046197-001,22000000,Active,United Kingdom,Telford,Printed matter and related products,United Kingdom-Telford: Printed matter and related products,48658-2021,29/01/2021,20,TELFORD,Telford and Wrekin Council,EN,UK,3 - Regional or local authority,-,26/01/2021,2 - Supplies,2 - Restricted procedure,2 - Additional information,Z - Not specified,1 - Submission for all lots,2 - The most economic tender,22000000 - Printed matter and related products39294100 - Information and promotion products22900000 - Miscellaneous printed matter22458000 - Bespoke printed matter30199230 - Envelopes,UKG,www.telford.gov.uk,Public procurement Directive 2014/24/EU,05/11/2022,52.6780419,-2.4514273,541838-2020,11/11/2020,05/11/2022,Y - Dynamic purchasing system,Telford and Wrekin Council,48658-2021,29/01/2021,05/11/2022,2 - Additional information,Telford and Wrekin Council,231877-2021,07/05/2021,,,,,,,,,,,,,,,,,
048642-2021,21-046666-001,45210000,Active,United Kingdom,Telford,Building construction work,United Kingdom-Telford: Building construction work,48642-2021,29/01/2021,20,TELFORD,Telford and Wrekin Council,EN,UK,3 - Regional or local authority,-,26/01/2021,1 - Works,2 - Restricted procedure,2 - Additional information,Z - Not specified,1 - Submission for all lots,2 - The most economic tender,45210000 - Building construction work45231221 - Gas supply mains construction work34144900 - Electric vehicles09330000 - Solar energy34928530 - Street lamps32412100 - Telecommunications network45232140 - District-heating mains construction work45315300 - Electricity supply installations65100000 - Water distribution and related services31121320 - Wind turbines,UK,www.telford.gov.uk,Public procurement Directive 2014/24/EU,16/10/2024,52.6780419,-2.4514273,500517-2020,21/10/2020,16/10/2024,Y - Dynamic purchasing system,Telford and Wrekin Council,48642-2021,29/01/2021,16/10/2024,2 - Additional information,Telford and Wrekin Council,,,,,,,,,,,,,,,,,,,
023819-2021,21-020572-001,72000000,Active,United Kingdom,Glasgow,"IT services: consulting, software development, Internet and support","United Kingdom-Glasgow: IT services: consulting, software development, Internet and support",23819-2021,18/01/2021,11,GLASGOW,Scottish Government,EN,UK,1 - Ministry or any other national or federal authority,-,13/01/2021,4 - Services,2 - Restricted procedure,2 - Additional information,"5 - European Union, with participation of GPA countries",1 - Submission for all lots,2 - The most economic tender,"48730000 - Security software package48200000 - Networking, Internet and intranet software package72800000 - Computer audit and testing services72600000 - Computer support and consultancy services72500000 - Computer-related services72224000 - Project management consultancy services72400000 - Internet services72212000 - Programming services of application software72300000 - Data services72211000 - Programming services of systems and user software72243000 - Programming services72232000 - Development of transaction processing and custom software72221000 - Business analysis consultancy services72000000 - IT services: consulting, software development, Internet and support48900000 - Miscellaneous software package and computer systems72230000 - Custom software development services48800000 - Information systems and servers48732000 - Data security software package48731000 - File security software package72260000 - Software-related services72590000 - Computer-related professional services",UKM,http://www.scotland.gov.uk,Public procurement Directive 2014/24/EU,10/02/2023,55.8609825,-4.2488787,320585-2018,24/07/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
023784-2021,21-020494-001,73000000,Active,United Kingdom,Reading,Research and development services and related consultancy services,United Kingdom-Reading: Research and development services and related consultancy services,23784-2021,18/01/2021,11,READING,European Centre for Medium-Range Weather Forecasts (ECMWF),EN,UK,8 - Other,-,13/01/2021,4 - Services,9 - Not applicable,0 - Prior information notice without call for competition,Z - Not specified,9 - Not applicable,9 - Not applicable,73000000 - Research and development services and related consultancy services,UK,https://www.ecmwf.int/,Public procurement Directive 2014/24/EU,,51.456659,-0.9696512,23784-2021,18/01/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,
